,CAS,CAS_primary,CFR,CODEX ALIMENTARIUS (GSFA),DEA NO.,DRUG BANK,ECHA (EC/EINECS),EMA ASSESSMENT REPORTS,EPA PESTICIDE CODE,EVMPD,"Food Contact Sustance Notif, (FCN No.)",INN,IUPHAR,JECFA EVALUATION,JECFA MONOGRAPH,LIVERTOX,MERCK INDEX,MESH,NCI_THESAURUS,NDF-RT,RXCUI,UNII,WHO INTERNATIONAL PHARMACPOEIA,WHO-ATC,WHO-ESSENTIAL MEDICINES LIST,WHO-VATC,WIKIPEDIA,mixture_UNII,names,preferred_names,substanceClass,uuid,PT_from_unii,RN_from_unii,EC_from_unii,NCIT_from_unii,RXCUI_from_unii,ITIS_from_unii,NCBI_from_unii,PLANTS_from_unii,GRIN_from_unii,INN_ID_from_unii,MF_from_unii,INCHIKEY_from_unii,SMILES_from_unii,UNII_TYPE_from_unii,qid_cas,qid_unii,inchikey_from_wd,inchikey
916,16434-36-9,16434-36-9,,,,,,,,,,,,,,,,,,,,RTX0Q4YJ2U,,,,,,,"MINTLACTONE, (+/-)-|2(4H)-BENZOFURANONE, 5,6,7,7A-TETRAHYDRO-3,6-DIMETHYL-, (6R,7AR)-REL-|2(4H)-BENZOFURANONE, 5,6,7,7A-TETRAHYDRO-3,6-DIMETHYL-, TRANS-|2(4H)-BENZOFURANONE, 5,6,7,7A-TETRAHYDRO-3,6-DIMETHYL-, TRANS-(+/-)-|(+/-)-MINTLACTONE","MINTLACTONE, (+/-)-",chemical,046583f1-277d-41d6-a284-2ec0d9c4fbb2,"MINTLACTONE, (+/-)-",16434-36-9,,,,,,,,,C10H14O2,,C[C@@H]1CCC2=C(C(=O)O[C@@H]2C1)C,INGREDIENT SUBSTANCE,,,,
946,162652-95-1,162652-95-1,,,,,,,,SUB00063MIG,,7499.0,,,,,M11456,C111217,C61564,,,5BF646324K,,L01CA05,,QL01CA05,,,"4'-DEOXY-20',20'-DIFLUORO-8'-NORVINCALEUCOBLASTINE|VINFLUNINE|فينفلونين|vinflunine|vinfluninum|长春氟宁|vinflunina|винфлунин",VINFLUNINE,chemical,048314ee-07d2-4ace-afce-022ace5f2562,VINFLUNINE,162652-95-1,,C61564,,,,,,7499.0,C45H54F2N4O8,NMDYYWFGPIMTKO-KLCPSUAYSA-N,CC[C@@]12C=CCN3[C@@H]1[C@@]4(CC3)c5cc(c(cc5N([C@H]4[C@]([C@@H]2OC(=O)C)(C(=O)OC)O)C)OC)[C@]6(C[C@@H]7C[C@H](C[N@@](C7)Cc8c6[nH]c9c8cccc9)C(C)(F)F)C(=O)OC,INGREDIENT SUBSTANCE,Q2195393,Q2195393,NMDYYWFGPIMTKO-HBVLKOHWSA-N,
980,70962-88-8,70962-88-8,,,,,,,,,,,,,,,,,,,746070|236573,U2514Q0PG1,,,,,,,"LITHIUM MONOASPARTATE|L-ASPARTIC ACID, LITHIUM SALT (1:1)|L-ASPARTIC ACID, MONOLITHIUM SALT|LITHIUM ASPARTATE|MONOLITHIUM ASPARTATE|LITHIUM HYDROGEN ASPARTATE|LITHIUM ASPARTATE, (+)-",LITHIUM ASPARTATE,chemical,04a9a2ab-6daf-4bb5-bdef-0b617ea16e5d,LITHIUM ASPARTATE,70962-88-8,,,746070.0,,,,,,C4H5NO4.H+.Li,,,INGREDIENT SUBSTANCE,,Q17096041,,
991,50322-15-1,50322-15-1,,,,,,,,,,,,,,,,,,,,Z989U674VV,,,,,,,"PIPERAZINE CALCIUM EDETATE DIHYDRATE|CALCIATE(2-), ((N,N'-1,2-ETHANEDIYLBIS(N-(CARBOXYMETHYL)GLYCINATO))(4-)-N,N',O,O',ON,ON')-, (OC-6-22)-, DIHYDROGEN, COMPD. WITH PIPERAZINE (1:1), DIHYDRATE|PIPERAZINE, (OC-6-22)-((N,N'-1,2-ETHANEDIYLBIS(N-(CARBOXYMETHYL)GLYCINATO))(4-)-N,N',O,O',ON,ON')CALCIATE(2-) (1:1), DIHYDRATE",PIPERAZINE CALCIUM EDETATE DIHYDRATE,chemical,04bce337-ce74-4c03-ad34-e5bff13cdead,PIPERAZINE CALCIUM EDETATE DIHYDRATE,50322-15-1,,,,,,,,,C10H12N2O8.C4H10N2.2H+.Ca.2H2O,,,INGREDIENT SUBSTANCE,,,,
999,70-54-2,70-54-2,,,,,200-740-6,,,,,,,,,,,,,,,AI4RT59273,,,,,,,"LYSINE, DL-|DL-LYSINE|(+/-)-2,6-DIAMINOHEXANOIC ACID|(+/-)-LYSINE|2,6-DIAMINOHEXANOIC ACID|DL-.ALPHA.,.EPSILON.-DIAMINOCAPROIC ACID","LYSINE, DL-",chemical,04c48d39-976a-4d2c-9977-3d5e719c141c,"LYSINE, DL-",70-54-2,200-740-6,,,,,,,,C6H14N2O2,,C(CCN)CC(C(=O)O)N,INGREDIENT SUBSTANCE,Q27109864,Q178430,,
1098,25348-64-5,25348-64-5,,,,,,,,,,,,,,,,,,,,3TST938BCO,,,,,,,"CONDURITOL B|5-CYCLOHEXENE-1,2,3,4-TETROL, (1R,2S,3S,4R)-REL-|5-CYCLOHEXENE-1,2,3,4-TETROL, (1.ALPHA.,2.BETA.,3.ALPHA.,4.BETA.)-(+/-)-|5-CYCLOHEXENE-1,2,3,4-TETROL, TRANS-1,2,CIS-1,3,TRANS-1,4-(+/-)-|5-CYCLOHEXENE-1,2,3,4-TETROL, (1.ALPHA.,2.BETA.,3.ALPHA.,4.BETA.)-|CONDURITOL B, (+/-)-",CONDURITOL B,chemical,053fce96-1a87-46d2-b405-d241f114637a,CONDURITOL B,25348-64-5,,,,,,,,,C6H10O4,,C1=C[C@@H]([C@H]([C@@H]([C@H]1O)O)O)O,INGREDIENT SUBSTANCE,,,,
1101,1701-77-5,1701-77-5,,,,,216-933-3,,,,,,,,,,,,,,,MAT0P17A95,,,,,,,"METHOXYPHENYLACETIC ACID|BENZENEACETIC ACID, .ALPHA.-METHOXY-|(RS)-2-METHOXY-2-PHENYLACETIC ACID|(+/-)-2-METHOXY-2-PHENYLACETIC ACID|(+/-)-.ALPHA.-METHOXYPHENYLACETIC ACID|2-METHOXY-2-PHENYLACETIC ACID|DL-METHOXYPHENYLACETIC ACID|MOPA|METHOXYPHENYLACETIC ACID, (+/-)-|NSC-5665",METHOXYPHENYLACETIC ACID,chemical,05443da3-9bc8-4d1a-8cae-b77850e91c42,METHOXYPHENYLACETIC ACID,7021-09-2,230-300-9,,,,,,,,C9H10O3,,COC(c1ccccc1)C(=O)O,INGREDIENT SUBSTANCE,,Q27283784,,
1189,1344-43-0,1344-43-0,,,,,215-695-8,,,,,,,,,,,C027424,,,,64J2OA7MH3,,,,,MANGANESE(II) OXIDE,,MANGANESE(II) OXIDE|MANGANESE MONOXIDE|GREEN MANGANESE OXIDE|MANGANESE(2+) OXIDE|MANGANESE OXIDE|MANGANOUS OXIDE|MANGANESE (AS OXIDE),MANGANESE MONOXIDE,chemical,05a418c3-b371-4a67-8e3b-387d2b8ae1fd,MANGANESE MONOXIDE,1344-43-0,215-695-8,,1728312.0,,,,,,Mn.O,PPNAOCWZXJOHFK-UHFFFAOYSA-N,[O-2].[Mn+2],INGREDIENT SUBSTANCE,Q414669,Q414669,VASIZKWUTCETSD-UHFFFAOYSA-N,
1209,16727-30-3,16727-30-3,,,,,240-785-9,,,,,,,,,,,,,,1309703,I9I120531L,,,,,MALVIN,,"MALVIN|NSC-407312|3,5-BIS(.BETA.-D-GLUCOPYRANOSYLOXY)-7-HYDROXY-2-(4-HYDROXY-3,5-DIMETHOXYPHENYL)-1-BENZOPYRYLIUM CHLORIDE|1-BENZOPYRYLIUM, 3,5-BIS(.BETA.-D-GLUCOPYRANOSYLOXY)-7-HYDROXY-2-(4-HYDROXY-3,5-DIMETHOXYPHENYL)-, CHLORIDE|MALVIDIN 3,5-DI-O-GLUCOSIDE|MALVIDIN 3,5-DIGLUCOSIDE|MALVIDIN DIGLUCOSIDE",MALVIN,chemical,05c5db68-7dc6-4677-868a-6c55e0b138df,MALVIN,16727-30-3,240-785-9,,1309703.0,,,,,,C29H35O17.Cl,RHKJIVJBQJXLBY-FTIBDFQESA-N,COc1cc(cc(c1O)OC)c2c(cc3c([o+]2)cc(cc3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O.[Cl-],INGREDIENT SUBSTANCE,Q137532,Q137532,CILLXFBAACIQNS-BTXJZROQSA-O,
1216,10465-78-8,10465-78-8,,,,,233-951-7,,,,,,,,,,,D003958,,,,86EQC90W32,,,,,,,"DIAMIDE|1,1'-AZOBIS(N,N-DIMETHYLFORMAMIDE)|N,N,N',N'-TETRAMETHYLAZODICARBOXAMIDE",DIAMIDE,chemical,05cbeacf-5c97-4014-b222-fbe7e0cb1951,DIAMIDE,10465-78-8,233-951-7,,,,,,,,C6H12N4O2,VLSDXINSOMDCBK-BQYQJAHWSA-N,CN(C)C(=O)/N=N/C(=O)N(C)C,INGREDIENT SUBSTANCE,Q4381023,Q4381023,VLSDXINSOMDCBK-UHFFFAOYSA-N,
1258,16543-55-8,16543-55-8,,,,,,,,,,,,,,,,C008655,C44414,,,X656TZ86DX,,,,,N-NITROSONORNICOTINE,,"N-NITROSONORNICOTINE|PYRIDINE, 3-((2S)-1-NITROSO-2-PYRROLIDINYL)-|NNN|PYRIDINE, 3-(1-NITROSO-2-PYRROLIDINYL)-, (S)-|NICOTINE, 1'-DEMETHYL-1'-NITROSO-|ANTI-N'-NITROSONORNICOTINE|SYN-N'-NITROSONORNICOTINE",N-NITROSONORNICOTINE,chemical,05f90974-17ea-4d20-b095-60e46de48398,N-NITROSONORNICOTINE,16543-55-8,,C44414,,,,,,,C9H11N3O,XKABJYQDMJTNGQ-VIFPVBQESA-N,c1cc(cnc1)[C@@H]2CCCN2N=O,INGREDIENT SUBSTANCE,Q10859673,Q10859673,XKABJYQDMJTNGQ-UHFFFAOYSA-N,
1293,27849-89-4,27849-89-4,,,,,,,,,,,,,,,,,C80648,,,N3Y22O955Z,,,,,,,"CHROMIUM CR 51 EDETATE|(ETHYLENEDINITRILO)TETRAACETIC ACID, CHROMIUM-51 COMPLEX|CHROMIUM CR-51 EDETATE|GLYCINE, N,N'-1,2-ETHANEDIYLBIS(N-(CARBOXYMETHYL)-, CHROMIUM-51 COMPLEX|CHROMIUM (51CR) EDETATE",CHROMIUM CR-51 EDETATE,chemical,062540ae-b643-4906-9e07-8549a7221907,CHROMIUM CR-51 EDETATE,27849-89-4,,C80648,,,,,,,C10H12N2O8.H+.Cr,,,INGREDIENT SUBSTANCE,,,,
1353,68684-55-9,68684-55-9,,,,,,,,,,,,,,,M10718,,,,,749XRF8JS6,,,,,,,"COCARBOXYLASE TETRAHYDRATE|THIAZOLIUM, 3-((4-AMINO-2-METHYL-5-PYRIMIDINYL)METHYL)-4-METHYL-5-(4,6,6-TRIHYDROXY-4,6-DIOXIDO-3,5-DIOXA-4,6-DIPHOSPHAHEX-1-YL)-, INNER SALT, HYDRATE (1:4)|THIAZOLIUM, 3-((4-AMINO-2-METHYL-5-PYRIMIDINYL)METHYL)-4-METHYL-5-(4,6,6-TRIHYDROXY-3,5-DIOXA-4,6-DIPHOSPHAHEX-1-YL)-, INNER SALT, P,P'-DIOXIDE, TETRAHYDRATE|THIAZOLIUM, 3-((4-AMINO-2-METHYL-5-PYRIMIDINYL)METHYL)-4-METHYL-5-(4,6,6-TRIHYDROXY-4,6-DIOXIDO-3,5-DIOXA-4,6-DIPHOSPHAHEX-1-YL)-, INNER SALT, TETRAHYDRATE|THIAMINE DIPHOSPHATE FREE ESTER TETRAHYDRATE",COCARBOXYLASE TETRAHYDRATE,chemical,06608d9d-c1d3-4fd4-8430-eae9d529a734,COCARBOXYLASE TETRAHYDRATE,68684-55-9,,,,,,,,,C12H17N4O7P2S.H+.4H2O,,,INGREDIENT SUBSTANCE,,,,
1375,13328-95-5,13328-95-5,,,,,,,,,,,,,,,,,,,,UCS8FM0GPC,,,,,,,"3-FLAVANOL, TRANS-(+/-)-|2H-1-BENZOPYRAN-3-OL, 3,4-DIHYDRO-2-PHENYL-, (2R,3S)-REL-|3-FLAVANOL, TRANS-|(+/-)-TRANS-3-HYDROXYFLAVAN|TRANS-FLAVAN-3-OL","3-FLAVANOL, TRANS-",chemical,0684ab42-8d65-48fd-940d-21970db6ff50,"3-FLAVANOL, TRANS-",13328-95-5,,,,,,,,,C15H14O2,,c1ccc(cc1)[C@@H]2[C@H](Cc3ccccc3O2)O,INGREDIENT SUBSTANCE,,,,
1409,135998-32-2,135998-32-2,,,,,,,,,,,,,,,,,,,,5K3UP561AX,,V09AX01,,QV09AX01,,,"INDIUM IN-111 PENTETATE|INDIUM DTPA IN 111|INDIUM IN 111 PENTETATE|INDIUM (111IN) PENTETIC ACID|INDATE(2-)-111IN, (N,N-BIS(2-(BIS(CARBOXYMETHYL)AMINO)ETHYL)GLYCINATO(5-))-, DIHYDROGEN|INDIUM (111IN) PENTETATE",INDIUM IN-111 PENTETATE,chemical,06a9651b-3d9c-41d9-84ef-3316c502340e,INDIUM IN-111 PENTETATE,135998-32-2,,,,,,,,,C14H18N3O10.2H+.In,,,INGREDIENT SUBSTANCE,,,,
1436,5985-36-4,5985-36-4,,,,,,,,,,,,,,,,,,,,0GRK3F2C0N,,,,,,,"RACEMORPHAN SULFATE|DL-3-HYDROXY-N-METHYLMORPHINAN SULFATE|MORPHINAN-3-OL, N-METHYL-, SULFATE, (+/-)-|MORPHINAN-3-OL, 17-METHYL-, (+/-)-, SULFATE (SALT)",RACEMORPHAN SULFATE,chemical,06c27743-9171-4aff-918b-af333beaa6b5,RACEMORPHAN SULFATE,5985-36-4,,,,,,,,,C17H23NO.H2O4S,,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O.OS(=O)(=O)O,INGREDIENT SUBSTANCE,,,,
1456,12141-46-7,12141-46-7,21 CFR 176.170,INS-559,,,235-253-8,,,,,,,INS-559,INS-559,,M1626,,C80915,,1362917,T1FAD4SS2M,,,,,,,"ALUMINUM SILICATE|ALUMINUM OXIDE SILICATE|ALUMINIUM SILICATE|ALUMINIUM OXIDE SILICATE|E-559|INS-559|INS NO.559|KAOLIN, LIGHT OR HEAVY|SILICIC ACID (H6SIO5), ALUMINUM SALT (1:2)",ALUMINUM SILICATE,chemical,06d96e11-6cff-45f9-9ea0-b168838a1908,ALUMINUM SILICATE,12141-46-7,235-253-8,C80915,1362917.0,,,,,,2Al.5O.Si,XLIDPNGFCHXNGX-UHFFFAOYSA-N,[O-2].[O-2].[O-2].[O-2].[O-2].[Al+3].[Al+3].[Si+4],INGREDIENT SUBSTANCE,Q1284687,Q1284687,FZWUHUPVPIIYEY-UHFFFAOYSA-N,
1466,21102-49-8,21102-49-8,,,,,,,,,,7497.0,,,,,,,C66656,,,18UAN5144E,,,,,,,VOLPRISTIN|فولبريستين|volpristine|volpristinum|伏普丁|volpristina|волпристин,VOLPRISTIN,chemical,06ec9ace-0d83-4a2c-aebb-d7eac63e84b9,VOLPRISTIN,21102-49-8,,C66656,,,,,,7497.0,C28H37N3O7,JOOMGSFOCRDAHL-WPZKFCHQSA-N,C[C@@H]1/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)Cc2nc(co2)C(=O)N3CCC[C@@H]3C(=O)O[C@@H]1C(C)C)O)/C,INGREDIENT SUBSTANCE,Q7245901,Q7245901,WMKFEQGQMBSGSA-TXZFEVTPSA-N,
1467,498-66-8,498-66-8,,,,,207-866-0,,,,,,,,,,,,,,,2Q51FLS550,,,,,NORBORNENE,,"BICYCLO(2.2.1)HEPT-2-ENE|2-NORBORNENE|3,6-ENDOMETHYLENECYCLOHEXENE|NSC-120425|NSC-22453|NORCAMPHENE|NORFENCHENE|8,9,10-TRINORBORN-2-ENE|NORBORNENE",NORBORNENE,chemical,06f04d50-4e1e-4f8b-9bdc-de33cb037377,NORBORNENE,498-66-8,207-866-0,,,,,,,,C7H10,JFNLZVQOOSMTJK-KNVOCYPGSA-N,C1C[C@H]2C[C@@H]1C=C2,INGREDIENT SUBSTANCE,Q420176,Q420176,JFNLZVQOOSMTJK-UHFFFAOYSA-N,
1477,60-27-5,60-27-5,,,,,200-466-7,,,,,,,,,,M3827,D003404,C399,,2913,AYI8EX34EU,,,,,CREATININE,,"1-METHYLGLYCOCYAMIDINE|NSC-13123|CREATININE|IMIDAZOLIDIN-4-ONE, 2-IMINO-1-METHYL|2-IMINO-1-METHYLIMIDAZOLIDIN-4-ONE|1-METHYLHYDANTOIN-2-IMIDE|KREATININUM",CREATININE,chemical,06fe446b-f2e5-4a95-af1d-c99bfbbcabb3,CREATININE,60-27-5,200-466-7,C399,2913.0,,,,,,C4H7N3O,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)N=C1N,INGREDIENT SUBSTANCE,Q426660,Q426660,BTXYOFGSUFEOLA-UHFFFAOYSA-N,
1488,31008-19-2,31008-19-2,,,,,,,,,,,,,,,,,,,,GR9853GI71,,,,,,,"FARGESIN|1H,3H-FURO(3,4-C)FURAN, 1.ALPHA.-(3,4-DIMETHOXYPHENYL)-3A.BETA.,4,6,6A.BETA.-TETRAHYDRO-4.BETA.-((3,4-METHYLENEDIOXY)PHENYL)-",FARGESIN,chemical,070aa1fb-f54e-4180-96ea-2fdd91f6fbc7,FARGESIN,31008-19-2,,,,,,,,,C21H22O6,,COc1ccc(cc1OC)[C@H]2[C@H]3CO[C@@H]([C@H]3CO2)c4ccc5c(c4)OCO5,INGREDIENT SUBSTANCE,,,,
1550,76060-34-9,76060-34-9,,,,,,,,,,,,,,,M4896,,,,,J7E8Q0ROAR,,,,,,,"ENDIANDRIC ACID C|3,6-METHANOCYCLOBUT(CD)INDENE-7-CARBOXYLIC ACID, 1,1A,2,3,3A,6,6A,6B-OCTAHYDRO-1-((2E,4E)-5-PHENYL-2,4-PENTADIEN-1-YL)-, (1R,1AR,3S,3AR,6S,6AS,6BR,7S)-REL-|REL-(1R,1AR,3S,3AR,6S,6AS,6BR,7S)-1,1A,2,3,3A,6,6A,6B-OCTAHYDRO-1-((2E,4E)-5-PHENYL-2,4-PENTADIEN-1-YL)-3,6-METHANOCYCLOBUT(CD)INDENE-7-CARBOXYLIC ACID|3,6-METHANOCYCLOBUT(CD)INDENE-7-CARBOXYLIC ACID, 1,1A,2,3,3A,6,6A,6B-OCTAHYDRO-1-(5-PHENYL-2,4-PENTADIENYL)-, (1.ALPHA.(2E,4E),1A.ALPHA.,3.BETA.,3A.ALPHA.,6.BETA.,6A.ALPHA.,6B.ALPHA.,7S*)-(+/-)-",ENDIANDRIC ACID C,chemical,07471384-6e6d-41e1-be18-f739989de4a7,ENDIANDRIC ACID C,76060-34-9,,,,,,,,,C23H24O2,,c1ccc(cc1)/C=C/C=C/C[C@H]2[C@@H]3C[C@H]4[C@@H]5[C@@H]3[C@@H]2[C@@H]([C@@H]4C(=O)O)C=C5,INGREDIENT SUBSTANCE,Q5376118,Q5376118,,
1567,548-64-1|730971-03-6,548-64-1,,,,,,,,,,,,,,,,,,,,11TZ117PLD,,,,,,,"TROPACINE HYDROCHLORIDE|BENZENEACETIC ACID, .ALPHA.-PHENYL-, 8-METHYL-8-AZABICYCLO(3.2.1)OCT-3-YL ESTER, HYDROCHLORIDE, ENDO-|1.ALPHA.H,5.ALPHA.H-TROPAN-3.ALPHA.-OL, DIPHENYLACETATE (ESTER), HYDROCHLORIDE|ACETIC ACID, DIPHENYL-, 3.ALPHA.-TROPANYL ESTER, HYDROCHLORIDE|TROPACIN, HYDROCHLORIDE|TROPYL DIPHENYLACETATE HYDROCHLORIDE",TROPACINE HYDROCHLORIDE,chemical,0760b54b-3596-4243-90cd-121e033101a9,TROPACINE HYDROCHLORIDE,548-64-1,,,,,,,,,C22H25NO2.ClH,JUFVBYPDDWKLQF-BWSPSPBFSA-N,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(c3ccccc3)c4ccccc4.Cl,INGREDIENT SUBSTANCE,Q4162488,Q4162488,JUFVBYPDDWKLQF-IIPFOPBBSA-N,
1574,10284-63-6,10284-63-6,,,,,,,,,,,,,,,M8831,C515760,,,1435864,TF9HZN9T0M,,,,,PINITOL,,"METHYLINOSITOL|PINIOL|D-CHIRO-INOSITOL, 3-O-METHYL-|INOSITOL, 3-O-METHYL-, D-CHIRO-|PINITOL, (+)-|(+)-PINITOL|3-O-METHYL-(+)-CHIRO-INOSITOL|3-O-METHYL-D-CHIRO-INOSITOL|D-3-O-METHYL-CHIRO-INOSITOL|MATEZIT|3-O-METHYL-L,2,4 CIS-3,5,6 TRANS HEXAHYDROXYCYCLBHEXANOL|NIC5-15|PINITOL|NDI 18",METHYLINOSITOL,chemical,076e9d9b-ad7a-454b-981e-899fe0a6fb45,METHYLINOSITOL,10284-63-6,,,1435864.0,,,,,,C7H14O6,DSCFFEYYQKSRSV-KLJZZCKASA-N,CO[C@H]1[C@@H]([C@H]([C@H]([C@@H]([C@@H]1O)O)O)O)O,INGREDIENT SUBSTANCE,Q3915149,Q3915149,DSCFFEYYQKSRSV-FEPQRWDDSA-N,
1637,1061872-97-6,1061872-97-6,,,,,,,,,,,,,,,,,,,,61H04Z5F9K,,,,,,,"BC-3781|ACETIC ACID, 2-((4-AMINO-2-HYDROXYCYCLOHEXYL)THIO)-, (3AS,4R,5S,6S,8R,9R,9AR,10R)-6-ETHENYLDECAHYDRO-5-HYDROXY-4,6,9,10-TETRAMETHYL-1-OXO-3A,9-PROPANO-3AH-CYCLOPENTACYCLOOCTEN-8-YL ESTER",BC-3781,chemical,07bc391a-345a-4a32-9b35-1769f2f93886,"LEFAMULIN, (1S,2S,4S)-",1061337-55-0,,,,,,,,,C28H45NO5S,KPVIXBKIJXZQJX-VEPQWPQHSA-N,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@H]4CC[C@@H](C[C@@H]4O)N)C,INGREDIENT SUBSTANCE,Q27263341,Q27263341,KPVIXBKIJXZQJX-IJUBVZAWSA-N,
1640,443347-10-2,443347-10-2,,,,,,,,,,,,,,,M9087,,,,,1A4EO1493Y,,,,,,,"XYL-P-PHOS, (S)-|3,3'-BIPYRIDINE, 4,4'-BIS(BIS(3,5-DIMETHYLPHENYL)PHOSPHINO)-2,2',6,6'-TETRAMETHOXY-, (3S)-|(S)-(-)-2,2,6,6-TETRAMETHOXY-4,4-BIS(DI(3,5-XYLYL)PHOSPHINO)-3,3-BIPYRIDINE|P-PHOS LIGANDS, (S)-XYL-P-PHOS-|(S)-XYL-P-PHOS","XYL-P-PHOS, (S)-",chemical,07bee008-899a-4396-aef2-ee49f7a438e4,"XYL-P-PHOS, (S)-",443347-10-2,,,,,,,,,C46H50N2O4P2,,Cc1cc(cc(c1)P(c2cc(cc(c2)C)C)c3cc(nc(c3c4c(cc(nc4OC)OC)P(c5cc(cc(c5)C)C)c6cc(cc(c6)C)C)OC)OC)C,INGREDIENT SUBSTANCE,,,,
1710,82114-19-0,82114-19-0,,,,,,,,SUB05420MIG,,5421.0,,,,,,C046749,C91009,,,83N680M457,,,,,AMFLUTIZOLE,,"AMFLUTIZOLE|LY-141894|LY 141894|5-ISOTHIAZOLECARBOXYLIC ACID, 4-AMINO-3-(3-(TRIFLUOROMETHYL)PHENYL)-|4-AMINO-3-(.ALPHA.,.ALPHA.,.ALPHA.-TRIFLUORO-M-TOLYL)-5-ISOTHIAZOLECARBOXYLIC ACID|أمفلوتيزول|amflutizole|amflutizolum|氨氟替唑|amflutizol|амфлутизол",AMFLUTIZOLE,chemical,08142390-a13a-4a2d-ab56-167c0878bde2,AMFLUTIZOLE,82114-19-0,,C91009,,,,,,5421.0,C11H7F3N2O2S,KVMCEGAWQYTFKC-UHFFFAOYSA-N,c1cc(cc(c1)C(F)(F)F)c2c(c(sn2)C(=O)O)N,INGREDIENT SUBSTANCE,Q4745983,Q4745983,HVFZAVZFLAWYDZ-UHFFFAOYSA-N,
1808,83605-14-5,83605-14-5,,,,,,,,,,,,,,,,,,,,5CYZ4W1X8K,,,,,,,"PIPRAMADOL, (-)-|4-PIPERIDINEACETAMIDE, 1-(2-(2-CHLOROPHENYL)ETHYL)-N-CYCLOHEXYL-4-HYDROXY-N,.ALPHA.-DIMETHYL-, (-)-","PIPRAMADOL, (-)-",chemical,089e0033-aace-4f50-adea-418d3d5750ee,"PIPRAMADOL, (-)-",83605-14-5,,,,,,,,,C23H35ClN2O2,,CC(C(=O)N(C)C1CCCCC1)C2(CCN(CC2)CCc3ccccc3Cl)O,INGREDIENT SUBSTANCE,,,,
1877,93779-69-2,93779-69-2,,,,,,,,,,,,,,,,,,,,2TAX77JNCY,,,,,,,"4-CARENE, TRANS-|BICYCLO(4.1.0)HEPT-2-ENE, 4,7,7-TRIMETHYL-, (1.ALPHA.,4.ALPHA.,6.ALPHA.)-","4-CARENE, TRANS-",chemical,08ec9573-b037-46fd-a7ec-7de9cebb0e32,"4-CARENE, TRANS-",93779-69-2,,,,,,,,,C10H16,,C[C@H]1C[C@H]2[C@H](C2(C)C)C=C1,INGREDIENT SUBSTANCE,,,,
1885,10010-67-0,10010-67-0,,,,,233-005-3,,,,,,,,,,M8862,,,,,4J0K2G9MCW,,,,,,,"PIPES MONOSODIUM|1,4-PIPERAZINEDIETHANESULFONIC ACID, SODIUM SALT (1:1)|1,4-PIPERAZINEDIETHANESULFONIC ACID, MONOSODIUM SALT|PIPERAZINE-1,4-DIETHANESULFONATE SODIUM SALT|SODIUM HYDROGEN PIPERAZINE-1,4-DIETHANESULFONATE|PIPES SODIUM SALT|PIPES MONOSODIUM SALT|PIPES SODIUM",PIPES SODIUM,chemical,08f33dac-1366-4045-9b42-e610b1dddca0,PIPES SODIUM,10010-67-0,233-005-3,,,,,,,,C8H16N2O6S2.H+.Na,,,INGREDIENT SUBSTANCE,Q27132363,,,
1930,47419-52-3,47419-52-3,,,,,,,,SUB07045MIG,,3188.0,,,,,,,C77312,,,ESH23ZBF8P,,,,,,,"DEXPROXIBUTENE|(+)-3-((DIMETHYLAMINO)METHYL)-1,2-DIPHENYL-3-BUTEN-2-OL, PROPIONATE (ESTER)|PROXIBUTENE, (+)-|BENZENEETHANOL, .ALPHA.-(1-((DIMETHYLAMINO)METHYL)ETHENYL)-.ALPHA.-PHENYL-, PROPANOATE (ESTER), (+)-|ديكسبروكسيبوتان|dexproxibutène|dexproxibutenum|右丙昔丁烯|dexproxibuteno|декспроксибутен",DEXPROXIBUTENE,chemical,0932331d-d3d9-4235-abc7-8de46ffeb526,DEXPROXIBUTENE,47419-52-3,,C77312,,,,,,3188.0,C22H27NO2,,CCC(=O)OC(Cc1ccccc1)(c2ccccc2)C(=C)CN(C)C,INGREDIENT SUBSTANCE,,,,
1956,22368-82-7,22368-82-7,,,,,,,,,,,,,,,M8892,,,,,B9DAA2F817,,,,,,,"PITHECOLOBINE|1,5,10,14-TETRAAZACYCLONONADECAN-15-ONE, 19-HEPTYL-10-HYDROXY-|19-HEPTYL-10-HYDROXY-1,5,10,14-TETRAAZACYCLONONADECAN-15-ONE",PITHECOLOBINE,chemical,095986ac-2ca0-417c-ad32-8847269bcf4e,PITHECOLOBINE,22368-82-7,,,,,,,,,C22H46N4O2,,CCCCCCCC1CCCC(=O)NCCCN(CCCCNCCCN1)O,INGREDIENT SUBSTANCE,Q27108016,,,
